"categoria","juris_ok","juris_abrev","anio","anio_fecha","id","value_proy","share_proy","value_exec","share_exec","rel_exec_proy"
"Exterior","Ministerio de Relaciones Exteriores y Culto","Cancillería",2012,"01/01/2012","181",2874140502,0.00568990312780935,3134891992,0.00579835855356026,1.09072329269169
"Básico","Ministerio de Salud","Salud",2012,"01/01/2012","182",10136984186,0.020068071824025,11156577257,0.0206354270997742,1.10058149961486
"Básico","Ministerio de Trabajo, Empleo y Seguridad Social","Trabajo",2012,"01/01/2012","183",194094026415,0.384245727451156,209690381315,0.387847498159402,1.08035463629701
"Institucional","Ministerio Público","Ministerio Público",2012,"01/01/2012","184",1674927925,0.00331583568467897,1842282422,0.0034075221943651,1.0999174319695
"Financiero","Obligaciones a Cargo del Tesoro","Obligaciones a Cargo del Tesoro",2012,"01/01/2012","185",41132062037,0.081428673467674,44091591692,0.0815526845836528,1.07195189126035
"Institucional","Poder Judicial de la Nación","Poder Judicial",2012,"01/01/2012","186",6007830723,0.0118936338701464,6751516428,0.0124877390129224,1.12378606177317
"Institucional","Poder Legislativo Nacional","Poder Legislativo",2012,"01/01/2012","187",3078353103,0.00609418048180768,3928206103,0.00726568810523718,1.27607391730721
"Ejecutivo","Presidencia de la Nación","Presidencia",2012,"01/01/2012","188",2744379465,0.00543301668479089,2951752971,0.00545962097931021,1.07556298560192
"Financiero","Servicio de la Deuda Pública","Deuda Publica",2012,"01/01/2012","189",4.501e+10,0.0891057829651986,4.501e+10,0.0832513908491133,1
"TOTAL","TOTAL","TOTAL",2012,"01/01/2012","190",505129953435,1,540651628050,1,1.07032185356153
"Ejecutivo","Jefatura de Gabinete de Ministros","Jefatura de Gabinete",2013,"01/01/2013","191",4556667247,0.00724857692790854,5502508374,0.00762970444644312,1.20757300801868
"Productivo","Ministerio de Ciencia, Tecnología e Innovación Productiva","Ciencia",2013,"01/01/2013","192",4118942754,0.00655226107056143,4874977264,0.00675957821040291,1.18355062334037
"Exterior","Ministerio de Defensa","Defensa",2013,"01/01/2013","193",26312076424,0.0418562734020004,30546071634,0.0423547739915352,1.16091452235742
"Básico","Ministerio de Desarrollo Social","Desarrollo Social",2013,"01/01/2013","194",35878957029,0.0570749115571377,40809743306,0.0565862437268125,1.13742836150489
"Productivo","Ministerio de Economía","Economía",2013,"01/01/2013","195",12340924710,0.0196314844321487,18539453344,0.0257065578094732,1.50227424440709
"Básico","Ministerio de Educación","Educación",2013,"01/01/2013","196",34462285499,0.0548213231316182,38519934499,0.0534112254898893,1.11774172668025
"Productivo","Ministerio de Industria","Industria",2013,"01/01/2013","197",1544298322,0.00245661238354126,1580013037,0.00219082492464681,1.02312682367857
"Interior","Ministerio de Justicia, Seguridad  y Derechos Humanos","Justicia, Seguridad  y Derechos Humanos",2013,"01/01/2013","198",31265371892,0.0497357917649217,38235277735,0.0530165242317753,1.22292732890164
"Interior","Ministerio del Interior","Interior",2013,"01/01/2013","199",25885818928,0.0411781988173601,28384176130,0.0393571186281098,1.09651451278977
"Productivo","Ministerio de Planificación Federal, Inversión Pública y Servicios","Planificación",2013,"01/01/2013","200",57087463470,0.0908126154820502,76232918656,0.105703544438626,1.33537057038909
"Exterior","Ministerio de Relaciones Exteriores y Culto","Cancillería",2013,"01/01/2013","201",3644167927,0.00579700691870083,2884920659,0.00400019236383409,0.79165414898291
"Básico","Ministerio de Salud","Salud",2013,"01/01/2013","202",12736980922,0.0202615159365005,14716629993,0.0204058821291037,1.15542529922304
"Básico","Ministerio de Trabajo, Empleo y Seguridad Social","Trabajo",2013,"01/01/2013","203",253555375985,0.40334646983979,280702192990,0.389217902893488,1.10706464771075
"Institucional","Ministerio Público","Ministerio Público",2013,"01/01/2013","204",2081570838,0.00331128553660966,2352739390,0.00326227694082649,1.13027111403066
"Financiero","Obligaciones a Cargo del Tesoro","Obligaciones a Cargo del Tesoro",2013,"01/01/2013","205",52866242000,0.0840976532308174,75556015466,0.104764959537427,1.42919210081171
"Institucional","Poder Judicial de la Nación","Poder Judicial",2013,"01/01/2013","206",7126018367,0.0113358052109019,7830227540,0.01085728867963,1.09882225062191
"Institucional","Poder Legislativo Nacional","Poder Legislativo",2013,"01/01/2013","207",4246947021,0.00675588550178601,5457697555,0.00756757036472349,1.28508727045879
"Ejecutivo","Presidencia de la Nación","Presidencia",2013,"01/01/2013","208",3424108830,0.0054469450847276,3886476196,0.00538893586309271,1.13503290606566
"Financiero","Servicio de la Deuda Pública","Deuda Publica",2013,"01/01/2013","209",5.5495e+10,0.0882793837709177,44583508000,0.0618188953301596,0.803378826921344
"TOTAL","TOTAL","TOTAL",2013,"01/01/2013","210",628629218165,1,721195481768,1,1.14725097231911
"Ejecutivo","Jefatura de Gabinete de Ministros","Jefatura de Gabinete",2014,"01/01/2014","211",5496354025,0.0063945096533563,NA,NA,NA
"Productivo","Ministerio de Ciencia, Tecnología e Innovación Productiva","Ciencia",2014,"01/01/2014","212",5578022050,0.0064895229970852,NA,NA,NA
"Exterior","Ministerio de Defensa","Defensa",2014,"01/01/2014","213",35103169659,0.0408393557305253,NA,NA,NA
"Básico","Ministerio de Desarrollo Social","Desarrollo Social",2014,"01/01/2014","214",48822237290,0.0568002472601566,NA,NA,NA
"Productivo","Ministerio de Economía","Economía",2014,"01/01/2014","215",19486846216,0.0226711790534056,NA,NA,NA
"Básico","Ministerio de Educación","Educación",2014,"01/01/2014","216",45669706986,0.0531325640341973,NA,NA,NA
"Productivo","Ministerio de Industria","Industria",2014,"01/01/2014","217",1809334569,0.00210499675148232,NA,NA,NA
"Interior","Ministerio de Justicia, Seguridad  y Derechos Humanos","Justicia, Seguridad  y Derechos Humanos",2014,"01/01/2014","218",42995069625,0.050020865925533,NA,NA,NA
"Interior","Ministerio del Interior","Interior",2014,"01/01/2014","219",29500947639,0.0343216782621175,NA,NA,NA
"Productivo","Ministerio de Planificación Federal, Inversión Pública y Servicios","Planificación",2014,"01/01/2014","220",83340439870,0.0969590468226208,NA,NA,NA
"Exterior","Ministerio de Relaciones Exteriores y Culto","Cancillería",2014,"01/01/2014","221",3575527049,0.00415980159332387,NA,NA,NA
"Básico","Ministerio de Salud","Salud",2014,"01/01/2014","222",16307231064,0.0189719850620903,NA,NA,NA
"Básico","Ministerio de Trabajo, Empleo y Seguridad Social","Trabajo",2014,"01/01/2014","223",340989748733,0.396710661294913,NA,NA,NA
"Institucional","Ministerio Público","Ministerio Público",2014,"01/01/2014","224",2821623545,0.00328270320917691,NA,NA,NA
"Financiero","Obligaciones a Cargo del Tesoro","Obligaciones a Cargo del Tesoro",2014,"01/01/2014","225",81377992521,0.0946759172315672,NA,NA,NA
"Institucional","Poder Judicial de la Nación","Poder Judicial",2014,"01/01/2014","226",9197042990,0.0106999257897853,NA,NA,NA
"Institucional","Poder Legislativo Nacional","Poder Legislativo",2014,"01/01/2014","227",5884887791,0.00684653346878764,NA,NA,NA
"Ejecutivo","Presidencia de la Nación","Presidencia",2014,"01/01/2014","228",4374507803,0.00508934327150915,NA,NA,NA
"Financiero","Servicio de la Deuda Pública","Deuda Publica",2014,"01/01/2014","229",7.7212e+10,0.0898291625883663,NA,NA,NA
"TOTAL","TOTAL","TOTAL",2014,"01/01/2014","230",859542689425,1,NA,NA,NA
