"","categoria","juris_ok","juris_abrev","anio","type","value","share"
"404","Productivo","Ministerio de Producción","Industria",2013,"PROY",1544298322,0.00245661238354126
"190","Exterior","Ministerio de Relaciones Exteriores y Culto","Cancillería",2013,"EJEC",2884920659,0.00400019236383409
"397","Exterior","Ministerio de Relaciones Exteriores y Culto","Cancillería",2013,"PROY",3644167927,0.00579700691870083
"207","Básico","Ministerio de Salud","Salud",2013,"EJEC",14716629993,0.0204058821291037
"414","Básico","Ministerio de Salud","Salud",2013,"PROY",12736980922,0.0202615159365005
"209","Básico","Ministerio de Trabajo, Empleo y Seguridad Social","Trabajo",2013,"EJEC",280702192990,0.389217902893488
"416","Básico","Ministerio de Trabajo, Empleo y Seguridad Social","Trabajo",2013,"PROY",253555375985,0.40334646983979
"201","Institucional","Ministerio Público","Ministerio Público",2013,"EJEC",2352739390,0.00326227694082649
"408","Institucional","Ministerio Público","Ministerio Público",2013,"PROY",2081570838,0.00331128553660966
"202","Financiero","Obligaciones a Cargo del Tesoro","Obligaciones a Cargo del Tesoro",2013,"EJEC",75556015466,0.104764959537427
"409","Financiero","Obligaciones a Cargo del Tesoro","Obligaciones a Cargo del Tesoro",2013,"PROY",52866242000,0.0840976532308174
"204","Institucional","Poder Judicial de la Nación","Poder Judicial",2013,"EJEC",7830227540,0.01085728867963
"411","Institucional","Poder Judicial de la Nación","Poder Judicial",2013,"PROY",7126018367,0.0113358052109019
"205","Institucional","Poder Legislativo Nacional","Poder Legislativo",2013,"EJEC",5457697555,0.00756757036472349
"412","Institucional","Poder Legislativo Nacional","Poder Legislativo",2013,"PROY",4246947021,0.00675588550178601
"206","Ejecutivo","Presidencia de la Nación","Presidencia",2013,"EJEC",3886476196,0.00538893586309271
"413","Ejecutivo","Presidencia de la Nación","Presidencia",2013,"PROY",3424108830,0.0054469450847276
"194","Financiero","Servicio de la Deuda Pública","Deuda Publica",2013,"EJEC",44583508000,0.0618188953301596
"401","Financiero","Servicio de la Deuda Pública","Deuda Publica",2013,"PROY",5.5495e+10,0.0882793837709177
"208","TOTAL","TOTAL","TOTAL",2013,"EJEC",721195481768,1
"415","TOTAL","TOTAL","TOTAL",2013,"PROY",628629218165,1
"426","Ejecutivo","Jefatura de Gabinete de Ministros","Jefatura de Gabinete",2014,"PROY",5496354025,0.0063945096533563
"418","Productivo","Ministerio de Ciencia, Tecnología e Innovación Productiva","Ciencia",2014,"PROY",5578022050,0.0064895229970852
"419","Exterior","Ministerio de Defensa","Defensa",2014,"PROY",35103169659,0.0408393557305253
"420","Básico","Ministerio de Desarrollo Social","Desarrollo Social",2014,"PROY",48822237290,0.0568002472601566
"422","Productivo","Ministerio de Economía","Economía",2014,"PROY",19486846216,0.0226711790534056
"423","Básico","Ministerio de Educación","Educación",2014,"PROY",45669706986,0.0531325640341973
"427","Interior","Ministerio de Justicia, Seguridad  y Derechos Humanos","Justicia, Seguridad  y Derechos Humanos",2014,"PROY",42995069625,0.050020865925533
"425","Interior","Ministerio del Interior","Interior",2014,"PROY",29500947639,0.0343216782621175
"430","Productivo","Ministerio de Planificación Federal, Inversión Pública y Servicios","Planificación",2014,"PROY",83340439870,0.0969590468226208
"424","Productivo","Ministerio de Producción","Industria",2014,"PROY",1809334569,0.00210499675148232
"417","Exterior","Ministerio de Relaciones Exteriores y Culto","Cancillería",2014,"PROY",3575527049,0.00415980159332387
"434","Básico","Ministerio de Salud","Salud",2014,"PROY",16307231064,0.0189719850620903
"436","Básico","Ministerio de Trabajo, Empleo y Seguridad Social","Trabajo",2014,"PROY",340989748733,0.396710661294913
"428","Institucional","Ministerio Público","Ministerio Público",2014,"PROY",2821623545,0.00328270320917691
"429","Financiero","Obligaciones a Cargo del Tesoro","Obligaciones a Cargo del Tesoro",2014,"PROY",81377992521,0.0946759172315672
"431","Institucional","Poder Judicial de la Nación","Poder Judicial",2014,"PROY",9197042990,0.0106999257897853
"432","Institucional","Poder Legislativo Nacional","Poder Legislativo",2014,"PROY",5884887791,0.00684653346878764
"433","Ejecutivo","Presidencia de la Nación","Presidencia",2014,"PROY",4374507803,0.00508934327150915
"421","Financiero","Servicio de la Deuda Pública","Deuda Publica",2014,"PROY",7.7212e+10,0.0898291625883663
"435","TOTAL","TOTAL","TOTAL",2014,"PROY",859542689425,1
